ID	ЖАНР	СБОРНИК	НАЗВАНИЕ	ГОД	ПОЛ	ИМЯ	КАТЕГОРИЯ	ТИП	СЛОВ	ЛЕКС
640	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Гавел Вацлав	Политический деятель	4	2239	0,64
641	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Чайковский Пётр Ильич	Композитор	4	2239	0,64
642	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Вознесенский Андрей Андреевич	Поэт, писатель	4	2239	0,64
643	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Кастро Фидель Алехандро	Политический деятель	4	2239	0,64
644	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Никсон Ричард Милхаус	Политический деятель	4	2239	0,64
645	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Старр Кеннет Уинстон	Лирический персонаж	4	2239	0,64
646	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Троицкий Артемий Кивович	Критик	4	2239	0,64
647	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Уиллис Брюс	Актер	4	2239	0,64
648	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Шварценеггер Арнольд Густав	Актер	4	2239	0,64
649	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Лелюш Клод	Режиссер	4	2239	0,64
650	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Назон Публий Овидий	Поэт	4	2239	0,64
651	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Старр Кеннет Уинстон	Лирический персонаж	4	2239	0,64
652	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	Ж	Магдалина Мария	Библейский персонаж	4	2239	0,64
653	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Павел (апостол)	Библейский персонаж	4	2239	0,64
654	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Савл	Библейский персонаж	4	2239	0,64
655	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Иуда Искариот	Библейский персонаж	4	2239	0,64
656	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Пилат Понтий	Библейский персонаж	4	2239	0,64
657	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Гайдн Франц Йозеф	Композитор	4	1123	0,63
658	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Христос Иисус	Библейский персонаж	14	1123	0,63
659	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Диор Кристиан	Модельер	4	1123	0,63
660	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	Ж	Магдалина Мария	Библейский персонаж	4	1123	0,63
661	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Бежар Морис	Хореограф	4	1123	0,63
662	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Данте Алигьери	Поэт	4	1123	0,63
663	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Камю Альбер	Писатель	4	1123	0,63
664	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Авель	Библейский персонаж	4	1123	0,63
665	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Каин	Библейский персонаж	4	1123	0,63
666	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Сытин Иван Дмитриевич	Издатель	4	1123	0,63
667	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	Ж	Ева	Библейский персонаж	4	1123	0,63
668	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Есенин Сергей Александрович	Поэт	4	1123	0,63
669	ПОЭМА	ГАДАНИЕ ПО КНИГЕ	Последние семь слов Христа	1999	М	Хусейн Саддам	Политический деятель	4	1123	0,63
670	СТИХ	БЕЗОТЧЕТНОЕ	Распятия	1990	М	Христос Иисус	Библейский персонаж	4	494	0,72
671	СТИХ	БЕЗОТЧЕТНОЕ	Распятия	1990	М	Бах Иоганн Себастьян	Композитор	4	494	0,72
672	СТИХ	БЕЗОТЧЕТНОЕ	Женщина и стена	1981	М	Шопен Фредерик Франсуа	Композитор	4	159	0,72
673	СТИХ	БЕЗОТЧЕТНОЕ	"Школьник (""Твой кумир тебя взял на премьеру..."")"	1960	М	Любимов Юрий Петрович	Режиссер	4	141	0,86
674	СТИХ	БЕЗОТЧЕТНОЕ	"Школьник (""Твой кумир тебя взял на премьеру..."")"	1960	М	Пастернак Борис Леонидович	Поэт, писатель	4	141	0,86
675	СТИХ	БЕЗОТЧЕТНОЕ	"Школьник (""Твой кумир тебя взял на премьеру..."")"	1960	М	Ромео	Литературный персонаж	4	141	0,86
676	СТИХ	БЕЗОТЧЕТНОЕ	Имена	1979	Ж	Анастасия Николаевна	Лирический персонаж	4	110	0,82
677	СТИХ	БЕЗОТЧЕТНОЕ	Имена	1979	Ж	Злата Юрьевна	Лирический персонаж	4	110	0,82
678	СТИХ	БЕЗОТЧЕТНОЕ	Имена	1979	Ж	Марья Илларионовна	Лирический персонаж	4	110	0,82
679	СТИХ	БЕЗОТЧЕТНОЕ	Имена	1979	Ж	Ольга Игоревна	Лирический персонаж	4	110	0,82
680	СТИХ	БЕЗОТЧЕТНОЕ	Догадка	1982	М	Мандельштам Осип Эмильевич	Поэт	4	44	0,87
681	СТИХ	БЕЗОТЧЕТНОЕ	Баллада-диссертация	1963	М	Гоголь Николай Васильевич	Писатель	4	160	0,79
682	СТИХ	БЕЗОТЧЕТНОЕ	Баллада-диссертация	1963	М	Букашкин	Лирический персонаж	4	160	0,79
683	СТИХ	БЕЗОТЧЕТНОЕ	На экспорт	1983	Ж	Фицджеральд Элла 	Певец	4	128	0,82
684	СТИХ	БЕЗОТЧЕТНОЕ	"Сестра (""Сестра, ты в ""Лесном магазине""..."")"	1982	Ж	Венера	Мифологический персонаж	4	221	0,77
685	СТИХ	БЕЗОТЧЕТНОЕ	"Сестра (""Сестра, ты в ""Лесном магазине""..."")"	1982	М	Данте Алигьери	Поэт	4	221	0,77
686	СТИХ	БЕЗОТЧЕТНОЕ	"Сестра (""Сестра, ты в ""Лесном магазине""..."")"	1982	М	Кранах	Художник	4	221	0,77
687	СТИХ	БЕЗОТЧЕТНОЕ	"Сестра (""Сестра, ты в ""Лесном магазине""..."")"	1982	Ж	Мнишек Марина	Историческая личность	4	221	0,77
688	СТИХ	БЕЗОТЧЕТНОЕ	"Сестра (""Сестра, ты в ""Лесном магазине""..."")"	1982	М	Петр I Алексеевич	Историческая личность	4	221	0,77
689	СТИХ	БЕЗОТЧЕТНОЕ	"Сестра (""Сестра, ты в ""Лесном магазине""..."")"	1982	М	Фрейд Зигмунд	Психоаналитик	4	221	0,77
690	СТИХ	БЕЗОТЧЕТНОЕ	"""Груша заглохшая, в чаще одна..."""	1976	Ж	Мнишек Марина	Историческая личность	4	66	0,85
691	СТИХ	БЕЗОТЧЕТНОЕ	"""Вижу, как сон, - ты стоишь в полукруге..."""	1983	Ж	Русалка	Фольклорный персонаж	4	115	0,84
692	СТИХ	БЕЗОТЧЕТНОЕ	Мусатовская сирень	1984	М	Мусатов Виктор Эльпидифорович	Художник	4	92	0,89
693	СТИХ	БЕЗОТЧЕТНОЕ	"""Отшумевшие школы. Века и склоки..."""	1982	М	Шкловский Виктор Борисович	Писатель	4	16	1,00
694	СТИХ	БЕЗОТЧЕТНОЕ	"""Сыграй мне полонез Огинского!.."""	1980	М	"Огинский Михаил Клеофас
"	Представитель аристократии	4	107	0,85
695	СТИХ	БЕЗОТЧЕТНОЕ	"""Сыграй мне полонез Огинского!.."""	1980	Ж	мадмуазель Грушницкая	Лирический персонаж	4	107	0,85
696	СТИХ	БЕЗОТЧЕТНОЕ	Размолвка	1980	Ж	Венера	Мифологический персонаж	4	135	0,48
697	СТИХ	БЕЗОТЧЕТНОЕ	Кумир	1975	М	Йорик	Литературный персонаж	4	187	0,77
698	СТИХ	БЕЗОТЧЕТНОЕ	Частное кладбище	1977	М	Лоузлл Роберт	Поэт	2	141	0,76
699	СТИХ	БЕЗОТЧЕТНОЕ	Частное кладбище	1977	М	Петр I Алексеевич	Историческая личность	4	141	0,76
700	СТИХ	БЕЗОТЧЕТНОЕ	Строки Роберту Лоуэллу	1966	М	Лоузлл Роберт	Поэт	4	384	0,75
701	СТИХ	БЕЗОТЧЕТНОЕ	Строки Роберту Лоуэллу	1966	М	Неизвестный Эрнст Иосифович	Скульптор	4	384	0,75
702	СТИХ	БЕЗОТЧЕТНОЕ	Я обвиняюсь	1977	М	Вознесенский Андрей Андреевич	Поэт, писатель	4	85	0,92
703	СТИХ	БЕЗОТЧЕТНОЕ	Я обвиняюсь	1977	М	Заболоцкий Николай Алексеевич	Поэт	4	85	0,92
704	СТИХ	БЕЗОТЧЕТНОЕ	Я обвиняюсь	1977	М	Ленин Владимир Ильич	Революционер	4	85	0,92
705	СТИХ	БЕЗОТЧЕТНОЕ	Я обвиняюсь	1977	М	Мейерхольд Всеволод Эмильевич	Режиссер	4	85	0,92
706	СТИХ	БЕЗОТЧЕТНОЕ	Я обвиняюсь	1977	М	Тухачевский Михаил Николаевич	Военный деятель	4	85	0,92
707	СТИХ	БЕЗОТЧЕТНОЕ	Беседа в Риме	1982	М	Пазолини Пьер Паоло	Режиссер	4	140	0,83
708	СТИХ	БЕЗОТЧЕТНОЕ	Беседа в Риме	1982	М	Христос Иисус	Библейский персонаж	4	140	0,83
709	СТИХ	БЕЗОТЧЕТНОЕ	Беседа в Риме	1982	М	Бах Иоганн Себастьян	Композитор	4	140	0,83
710	СТИХ	БЕЗОТЧЕТНОЕ	Беседа в Риме	1982	М	Лейбниц Готфрид Вильгельм	Философ	4	140	0,83
711	СТИХ	БЕЗОТЧЕТНОЕ	Беседа в Риме	1982	М	Папа Римский	Религиозный деятель	4	140	0,83
712	СТИХ	БЕЗОТЧЕТНОЕ	"""Вы читали? - задавили Челентано!.."""	1981	М	Блок Александр Александрович	Поэт	4	100	0,83
713	СТИХ	БЕЗОТЧЕТНОЕ	"""Вы читали? - задавили Челентано!.."""	1981	Ж	Ахматова Анна Андреевна	Поэт	4	100	0,83
714	СТИХ	БЕЗОТЧЕТНОЕ	"""Вы читали? - задавили Челентано!.."""	1981	М	Григорович	Писатель	4	100	0,83
715	СТИХ	БЕЗОТЧЕТНОЕ	"""Вы читали? - задавили Челентано!.."""	1981	Ж	Джуна	Целительница	4	100	0,83
716	СТИХ	БЕЗОТЧЕТНОЕ	"""Вы читали? - задавили Челентано!.."""	1981	М	Людовик IV	Историческая личность	4	100	0,83
717	СТИХ	БЕЗОТЧЕТНОЕ	"""Вы читали? - задавили Челентано!.."""	1981	М	Окуджава Булат Шалвович	Музыкант, поэт	4	100	0,83
718	СТИХ	БЕЗОТЧЕТНОЕ	"""Вы читали? - задавили Челентано!.."""	1981	М	Челентано Адриано	Актер	4	100	0,83
719	СТИХ	БЕЗОТЧЕТНОЕ	Устье	1980	М	Гагарин Юрий Алексеевич	Авиация и космонавтика	4	310	0,79
720	СТИХ	БЕЗОТЧЕТНОЕ	Устье	1980	М	Моцарт Вольфганг Амадей	Композитор	4	310	0,79
721	СТИХ	БЕЗОТЧЕТНОЕ	"""Гора решенья. И гора страданья..."""	1989	М	Пётр (апостол)	Библейский персонаж	4	100	0,85
722	СТИХ	БЕЗОТЧЕТНОЕ	Масличная ветвь	1989	Ж	Магдалина Мария	Библейский персонаж	4	190	0,67
723	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Башляк	Композитор	4	1235	0,63
724	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Бриттен Бенджамин	Композитор	4	1235	0,63
725	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Гостаки	Коллекционер	4	1235	0,63
726	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Кавалеров	Лирический персонаж	4	1235	0,63
727	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Калигула Гай Юлий Цезарь	Историческая личность	4	1235	0,63
728	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Лоузлл Роберт	Поэт	4	1235	0,63
729	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Маркс Карл	Философ	4	1235	0,63
730	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Олби Эдвард	Драматург	4	1235	0,63
731	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Прохоров Димитрий	Лирический персонаж	4	1235	0,63
732	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Тарелкин Арлекин	Лирический персонаж	4	1235	0,63
733	ПОЭМА	БЕЗОТЧЕТНОЕ	Вечное мясо	1977	М	Тамерлан	Военный деятель	4	1235	0,63
